,Open,High,Low,Close
2020-04-06,3.78057,3.78057,3.7574,3.77922
2020-04-07,3.76039,3.76717,3.76039,3.7574
2020-04-08,3.76557,3.76557,3.76003,3.76717
2020-04-09,3.73942,3.73942,3.73942,3.76003
2020-04-10,3.8765,3.885,3.8722,3.8806
2020-04-13,3.73988,3.7597,3.73988,3.72961
2020-04-14,3.74636,3.76461,3.74636,3.7597
2020-04-15,3.77084,3.77084,3.76562,3.76461
2020-04-16,3.77007,3.77007,3.75664,3.76562
2020-04-17,3.8625,3.8899,3.8625,3.881
2020-04-20,3.75683,3.76457,3.75683,3.75554
2020-04-21,3.75521,3.76235,3.75521,3.76457
2020-04-22,3.78249,3.78249,3.76058,3.76235
2020-04-23,3.76508,3.76508,3.7635,3.76058
2020-04-24,3.8838,3.889,3.8754,3.8868
2020-04-27,3.76406,3.76406,3.74863,3.75902
2020-04-28,3.76218,3.76218,3.73897,3.74863
2020-04-29,3.73475,3.73475,3.71558,3.73897
2020-04-30,3.69055,3.69055,3.69055,3.71558
2020-05-01,3.8471,3.865,3.8457,3.8616
2020-05-04,3.7318,3.7318,3.72666,3.72448
2020-05-05,3.72753,3.74352,3.72753,3.72666
